Début d'événement;Type d'événement;Ident Type;Lieu de l'événement;Nom Organisme;Type d'organisme;Ident Organisme;Identifiant;Etat;Theme;Style;Categorie;Genre;Ident Genre;Titre;Texte Début;Texte Milieu;Texte Fin;Commune;Département;Code INSEE;Code Postal;Coordonnées GPS;Date Modification;Jour 1;Jour 2;Jour 3;Jour Du;Jour Au;Jour Min;Jour Max;Tarif Mention Gratuit;Tarif Mention Payant;Tarif Général;Tarif Réduit;Tarif Autre;Photo 1 Chemin;Photo 1 Légende;Photo 1 Crédit;Photo 2 Chemin;Photo 2 Légende;Photo 2 Crédit;Photo 3 Chemin;Photo 3 Légende;Photo 3 Crédit;Age Minimum;Age Maximum;Duree;Mention Complet;Mention Accessible Handicap;Liens Billeteries;Liens Vidéos;Liens Sons;Liens Dossiers de Presse;Tags;Groupes;Texte Libre Court;Texte Libre Long
2016-10-01;Spectacle;21;44/Nantes;Rezé seniors, office municipal des retraités;Association;258435;5278450;V;Loisir;Concerts, spectacles;Autres scènes;Théâtre;5;Rezé Seniors propose en partenariat avec le théâtre Beaulieu;Théâtre.;Panique au Plazza.;Du samedi 1er octobre 2016 au dimanche 15 janvier 2017, 15h45 et 20h30, Théâtre Beaulieu, 9 Boulevard Vincent Gâche, Nantes. Tarif 14€, autre : adhérent. Contact et réservation : 02 49 10 63 10, contact@theatrebeaulieu.fr;Nantes;44;44109;44000;47.2061, -1.542763;2016-09-29;;;;2016-10-01;2017-01-15;2016-10-01;2017-01-15;non;oui;14;;adhérent;;;;;;;;;;;;;;;;;;;;;;
2016-12-17;Formation, vie scolaire, concours;32;44/Nantes;union régionale des Francas, service formation habilitée;Association;254924;5335391;V;Pratique;Réunions formations cérémonies;Formation, vie scolaire, examens, concours;Formation;104;Formation Bafa;Organisateur : Union régionale des Francas, service formation habilitée.;Stages proposés par les Francas des Pays de la Loire, en demi-pension dans les départements 44, 49, 53, 72 et un en internat à Murs-Erigné le 24 décembre, le stage se terminera à 16 h.;Du samedi 17 au samedi 24 décembre, Les Francas, 37, rue de la Tour-d'Auvergne, Nantes. Payant. Contact et réservation : 02 51 25 08 50, 02 51 25 08 47, fflan@francas-pdl.asso.fr, www.francaspaysdelaloire.fr;Nantes;44;44109;44000;47.20576, -1.558656;2016-11-07;;;;2016-12-17;2016-12-24;2016-12-17;2016-12-24;non;oui;;;;;;;;;;;;;;;;;;;;;;;;;
2016-12-17;Spectacle;21;44/Nantes;salle Vasse;Équipement à but non lucratif (culture, sport et loisir);291312;5191570;V;Loisir;Concerts, spectacles;Autres scènes;Danse;12;Les Discrets - Chorégraphie Hervé Maigret;Danse.;Pour fêter la millième représentation, la compagnie ngc25 - Hervé Maigret, créée en 1998, joue l’une de ses pièces majeures : « Les Discrets ». Qui sont-ils, seul, à deux, à trois dans le labyrinthe de leur jardin secret ? Hervé Maigret explore ce que peut être une relation à trois.;Samedi 17 décembre, 20h30, Salle Vasse, 18, rue Colbert, Nantes. Tarif 8€. Contact et réservation : ngc25@ngc25.com, www.sallevasse.fr;Nantes;44;44109;44000;47.21532, -1.568971;2016-07-26;2016-12-17;;;;;2016-12-17;2016-12-17;non;oui;8;;;http://photos.infolocale.fr/infoLocale/annonce/2016/0725/5191570/_1.jpg;;J.C. Marceteau;http://photos.infolocale.fr/infoLocale/annonce/2016/0725/5191570/_2.jpg;;Jef Rabillon;http://photos.infolocale.fr/infoLocale/annonce/2016/0725/5191570/_3.jpg;;Jef Rabillon;;;;False;Auditif|Mental|Moteur;;;;;;;;Les Discrets d'Hervé Maigret - Cie NCG25 est une création est soutenue par la Région des Pays de la Loire, le Département de Loire Atlantique, les villes de Saint-Herblain, Nantes et Couëron, l'Agence Culturelle de Saint-Herblain, le Théâtre Boris Vian de Couëron et le Théâtre de Bressuire. La compagnie ngc25 est associée au Piano'cktail de Bouguenais. Elle est également soutenue via une convention triennale et pluripartite entre la Région des Pays de la Loire, le Département de Loire-Atlantique ainsi que la ville de Bouguenais. Elle est aussi en convention d'accueil de résidence artistique avec la commune de Vertou. Enfin, la Cie reçoit ponctuellement les aides de la Spedidam et de l'Adami et est soutenue régulièrement, pour ses tournées à l'étranger, par l'Institut Français.
2016-09-26;Formation, vie scolaire, concours;32;44/Nantes;Centre hospitalier universitaire (Chu), Département des instituts de formation (Dif);Administration, service public, parapublic;140685;5142430;V;Pratique;Réunions formations cérémonies;Formation, vie scolaire, examens, concours;Formation;104;Préparation aux épreuves de sélection dans les IFAS et les IFAP;Organisateur : L'IFMA du CHU de Nantes du Département des instituts de formation (Dif).;L'IFMA forme les candidats à la préparation des épreuves de sélection en vue de l'admission dans les instituts de formation d'aides-soignants et d'auxiliaires de puériculture. L'IFMA s'adapte aux besoins et propose 3 formules différentes (voir site www.chu-nantes.fr, se former au CHU).;Du lundi 26 septembre 2016 au mercredi 8 février 2017, 8h30 à 17h, Plateau des écoles, Ifma, 50, route de Saint-Sébastien, Nantes. Inscription avant le 31 août. Contact : 02 40 84 68 14, secretariat.ifma@chu-nantes.fr, www.chu-nantes.fr;Nantes;44;44109;44000;47.19977, -1.531342;2016-06-14;;;;2016-09-26;2017-02-08;2016-09-26;2017-02-08;non;non;;;;;;;;;;;;;;;;;;;;;;;;;
2016-12-17;Réunion, assemblée;17;44/Nantes;Allo anorexie boulimie 44 et départements limitrophes (AAB44), soutien aux familles;Association;138585;5354869;V;Pratique;Réunions formations cérémonies;Réunions, conseils, assemblées générales;Réunion, débat, rencontre;225;Anorexie-boulimie (AAB44) : groupe de parole mensuel des familles;;Familles, sortez de l'isolement !Confidentialité .Une aide efficace. Accueil dès 10 h. Groupe ouvert, pas de réservation, chaque 3e samedi. Objectifs : accueillir, soutenir, échanger , informer, orienter, prêt de livres. Permanence téléphonique le lundi de 18 h 30 à 20 h et samedi de 10 h à 11 h 30.;Samedi 17 décembre, 10h30 à 12h, Locaux associatifs quartier Saint-Félix, 39, rue Félix-Thomas, salle E, Nantes. Gratuit. Contact : 06 40 42 93 89, aab44@orange.fr, www.allo-anorexie-boulimie-44.com;Nantes;44;44109;44000;47.23108, -1.553042;2016-11-22;2016-12-17;;;;;2016-12-17;2016-12-17;oui;non;;;;;;;;;;;;;;;;;Visuel|Moteur;;;;;;;;
2016-12-17;Spectacle;21;44/Nantes;le théâtre de Jeanne;Équipement à but non lucratif (culture, sport et loisir);103062;5128076;V;Loisir;Concerts, spectacles;Autres scènes;Contes;10;Alice et l'elixir de bonheur;Contes.;Comédie à partir de 3 ans. Dans cette aventure inédite, Alice, aidée de Nounours et de la poupée Zoé, va chercher un nouveau moyen magique de remédier à la morosité de maman. Ce nouveau sortilège se trouve-t-il dans le grand livre de magie que cache sa maîtresse d'école dans la salle de classe ?;Samedi 17 décembre, 16h, dimanche 18 décembre, 15h, lundi 19 décembre, 14h30 et 16h, Le théâtre de Jeanne, 5, rue des Salorges, Nantes. Tarif 8€. Contact et réservation : 06 99 10 76 05, resa.theatredejeanne@gmail.com, www.theatre-jeanne.com;Nantes;44;44109;44000;47.2046, -1.575567;2016-06-02;2016-12-17;2016-12-18;2016-12-19;;;2016-12-17;2016-12-19;non;oui;8;;;http://photos.infolocale.fr/infoLocale/annonce/2016/0602/5128076/_1.jpg;Alice et l'Elixir de Bonheur;;;;;;;;;;;;Auditif|Visuel|Mental|Moteur;;;;;;;;
2016-10-21;Exposition, musée;23;44/Nantes;le Lieu-Unique;Équipement à but non lucratif (culture, sport et loisir);19051;5163488;V;Loisir;Voir visiter;Exposition, musée;Exposition;149;Le vide et la lumière;Exposition.;Dmitry Gelfand et Evelina Domnitch créent des environnements sensoriels immersifs mêlant physique, chimie et informatique. Habitués de grands rendez-vous internationaux d’art technologique, ils présentent au Lieu-Unique leur première exposition personnelle en France.;Du vendredi 21 octobre 2016 au dimanche 8 janvier 2017, 14h à 19h, Le Lieu-Unique, quai Ferdinand-Favre, Nantes. Gratuit. Contact : 02 40 12 14 34, www.lelieuunique.com;Nantes;44;44109;44000;47.21558, -1.545569;2016-06-29;;;;2016-10-21;2017-01-08;2016-10-21;2017-01-08;oui;non;;;;http://photos.infolocale.fr/infoLocale/annonce/2016/0629/5163488/_1.jpg;;;;;;;;;;;;;;;;;;;;;
2016-07-07;Action caritative;26;44/Nantes;Astrée;Association;293177;5174293;V;Pratique;Vie quotidienne;Quête, vente caritative, appel aux dons;Opération solidarité;97;Astrée;Opération solidarité.;Astrée, association reconnue d'utilité publique, propose de former et encadrer les personnes qui souhaitent devenir bénévoles pour pratiquer des accompagnements individualisés basés sur l'écoute active auprès de personnes fragilisées (1 h 30 par semaine et 2 h de réunion par mois).;Jusqu'au lundi 7 août 2017, 9h à 12h30 et 13h30 à 17h, Nantes. Contact et réservation : 02 28 08 05 82, 06 21 49 60 64, nantes@astree.asso.fr, www.astree.asso.fr;Nantes;44;44109;44000;47.21684, -1.55674;2016-07-07;;;;2016-07-07;2017-08-07;2016-07-07;2017-08-07;non;non;;;;;;;;;;;;;;;;;;;;;;;;;
2016-09-01;Horaire, permanence;7;44/Nantes;Astrée;Association;293177;5233709;V;Pratique;Vie quotidienne;Horaires, ouverture, permanence;Horaires;90;Association Astrée;Horaires.;Astrée, association reconnue d'utilité publique, recherche des bénévoles pour pratiquer des accompagnements individualisés basés sur l'écoute active auprès de personnes fragilisées (1 h 30 par semaine et 2 h de réunion par mois). Formation et encadrement assurés.;Jusqu'au vendredi 29 septembre 2017, 9h à 12h30 et 13h30 à 18h, Nantes. Contact et réservation : 02 28 08 05 82, 06 21 49 60 64, nantes@astree.asso.fr, www.astree.asso.fr;Nantes;44;44109;44000;47.21684, -1.55674;2016-09-01;;;;2016-09-01;2017-09-29;2016-09-01;2017-09-29;non;non;;;;;;;;;;;;;;;;;;;;;;;;;
2016-09-19;Atelier, activité de loisirs;31;44/Nantes;Enem;Association;330913;5251834;V;Loisir;Loisirs et sports;Atelier, activité de loisirs;Autre;141;Appel aux familles nantaises;;Échanges Nantes étudiants du monde (Enem) met en contact une famille Nantaise avec un étudiant étranger qui en fait la demande. L’objectif est d’établir un contact chaleureux, permettre au jeune de parler Français et de découvrir notre culture.;Du lundi 19 septembre 2016 au vendredi 30 juin 2017, Nantes. Tarif 5€. Contact : 06 32 77 37 74, asso.enem@gmail.com, asso-enem.fr;Nantes;44;44109;44000;47.21684, -1.55674;2016-09-13;;;;2016-09-19;2017-06-30;2016-09-19;2017-06-30;non;oui;5;;;;;;;;;;;;;;;;;;;;;;;;
2016-10-28;Exposition, musée;23;44/Nantes;galerie Confluence;Association;267859;5293580;V;Loisir;Voir visiter;Exposition, musée;Exposition;149;Les chambres blanches de Luca GIlli, photographe italien;Exposition.;A l'occasion de l'exposition l'histoire du musée des beaux-arts jusqu'au musée d'arts à L'Atelier (Nantes), la galerie Confluence présente parallèlement une sélection de sa nouvelle série de photos inédites prises à différents stades de la rénovation du musée.;Du vendredi 28 octobre au jeudi 22 décembre, 15h à 19h, Galerie Confluence, 45, rue de Richebourg, Nantes. Gratuit. Contact et réservation : 09 52 77 23 14, contact@galerie-confluence.fr, http://www.galerie-confluence.fr;Nantes;44;44109;44000;47.21698, -1.546794;2016-10-12;;;;2016-10-28;2016-12-22;2016-10-28;2016-12-22;oui;non;;;;http://photos.infolocale.fr/infoLocale/annonce/2016/1010/5293580/_1.jpg;Un musée après # 7466;Luca Gilli;;;;;;;;;;;;;;;;;;;
2016-12-16;Horaire, permanence;7;44/Nantes;Pôle emploi Pays de la Loire, service communication;Administration, service public, parapublic;140850;5381567;V;Pratique;Vie quotidienne;Horaires, ouverture, permanence;Fermeture;89;Pôle emploi;Fermeture.;Chacun pourra cependant gérer à distance ses opérations via internet ou par téléphone au 39 49 (service gratuit et prix appel).;Vendredi 16 décembre, 8h30 à 12h30, Nantes.;Nantes;44;44109;44000;47.21684, -1.55674;2016-12-09;2016-12-16;;;;;2016-12-16;2016-12-16;non;non;;;;;;;;;;;;;;;;;;;;;;;;;
2016-12-13;Spectacle;21;44/Nantes;la compagnie du Café-Théâtre;Équipement à but non lucratif (culture, sport et loisir);15659;5297827;V;Loisir;Concerts, spectacles;Autres scènes;Humour;15;Daniel Camus « Adopte »;Humour.;Daniel Camus interagit avec le public comme une soirée entre amis. Enfance, adolescence où l’on draguait en mob', Daniel évoque sa famille, ses potes, ses premières fois jusqu’à son désir de liberté.;Du mardi 13 au samedi 17 décembre, 21h, La compagnie du Café-Théâtre, 6, rue des Carmélites, Nantes. Tarif 20€, réduit 13€. Contact et réservation : 02 40 89 65 01, infos@lacompagnieducafetheatre.fr, http://www.nantes-spectacles.com/cie265-daniel-camus.html;Nantes;44;44109;44000;47.21656, -1.551213;2016-10-14;;;;2016-12-13;2016-12-17;2016-12-13;2016-12-17;non;oui;20;13;;http://photos.infolocale.fr/infoLocale/annonce/2016/1012/5297827/_1.jpg;Daniel Camus Nantes spectacles;;;;;;;;;;;;;;;;;;;;
2016-12-17;Concert;15;44/Nantes;association Musique sacrée, cathédrale de Nantes;Association;168324;5285347;V;Loisir;Concerts, spectacles;Concert, spectacle musical;Classique;22;Concert Noëls en-chantant;Classique.;Avec la Pré-Maîtrise et l'organiste Michel Bourcier c'est l'histoire de Noëls ! Le public n'a qu'à bien se tenir, car petits et grands pourront découvrir et chanter les plus beaux chants de Noëls avec les enfants . L'orgue quant à lui fera résonner les plus beaux Noëls de Louis-Claude Daquin.;Samedi 17 décembre, 15h, Chapelle de l'Immaculée, rue Malherbe, Nantes. Gratuit. Contact et réservation : 02 40 35 76 43, contact@musiquesacree-nantes.cef.fr, www.musiquesacree-nantes.cef.fr;Nantes;44;44109;44000;47.218, -1.546612;2016-10-05;2016-12-17;;;;;2016-12-17;2016-12-17;oui;non;;;;http://photos.infolocale.fr/infoLocale/annonce/2016/1004/5285347/_1.jpg;La Pré-Maitrise;MSCN;;;;;;;;;;;Auditif|Visuel|Mental|Moteur;;;;;;;;
2016-09-26;Atelier, activité de loisirs;31;44/Nantes;la compagnie du Café-Théâtre;Équipement à but non lucratif (culture, sport et loisir);15659;5187680;V;Loisir;Loisirs et sports;Atelier, activité de loisirs;Atelier théâtre;140;Atelier théâtre;;Cours pour enfants et adolescents, l’école du rire de la compagnie du Café-Théâtre, parrainée par Anne Roumanoff, propose des cours de deux 2 h par semaine (hors vacances scolaires), dirigés par une équipe de professeurs de théâtre, le soir de 18 h à 20 h ou le mercredi.;Du lundi 26 septembre 2016 au vendredi 30 juin 2017, 10h30, 13h30 et 16h, La compagnie du Café-Théâtre, 6, rue des Carmélites, Nantes. Tarif 420€. Contact et réservation : 06 60 90 38 61, http://www.nantes-spectacles.com/cours-de-theatre-nantes.html;Nantes;44;44109;44000;47.21656, -1.551213;2016-07-20;;;;2016-09-26;2017-06-30;2016-09-26;2017-06-30;non;oui;420;;;http://photos.infolocale.fr/infoLocale/annonce/2016/0720/5187680/_1.jpg;;;;;;;;;;;;;;;;;;;;;
2016-12-09;Exposition, musée;23;44/Nantes;espace Cosmopolis;Équipement à but non lucratif (culture, sport et loisir);145283;5344732;V;Loisir;Voir visiter;Exposition, musée;Exposition;149;Chroniques d'Afrique Centrale;Exposition.;Exposition de peintures d'expression narrative d'artistes Congolais et Centrafricains. Par leurs toiles, ces artistes revendiquent une approche éthique et engagée, humoristique ou poétique, documentaire ou surréalisante, des problématiques sociales et politiques de leur pays respectifs.;Du vendredi 9 au samedi 31 décembre, 13h30 à 18h et 14h à 18h, Cosmopolis, 18, rue Scribe, Nantes. Gratuit. Contact : 02 52 10 82 00, cosmopolis-nantes@nantesmetropole.fr, www.nantes.fr/cosmopolis;Nantes;44;44109;44000;47.21419, -1.562649;2016-11-18;;;;2016-12-09;2016-12-31;2016-12-09;2016-12-31;oui;non;;;;http://photos.infolocale.fr/infoLocale/annonce/2016/1114/5344732/_1.jpg;Moké fils, Atelier Moké, 2014. Acrylique sur toile;148 x 200 cm. Collection Philippe Pellering, BelgiqueAuteur;http://photos.infolocale.fr/infoLocale/annonce/2016/1114/5344732/_2.jpg;Programme Chroniques d'Afrique Centrale;;;;;;;;;Auditif|Mental|Moteur;;;;;;;;
2016-12-16;Cinéma;35;44/Nantes;Pour un sourire d'enfant Loire-Océan;Association;84310;5381194;V;Loisir;Voir visiter;Cinéma;Cinéma;7;Film Les Pépites de Xavier de Lauzanne au cinéma Bonne Garde;Cinéma.;Histoire d'une aventure humaine extraordinaire, celle d'un couple de retraités, qui se battent sans limite pour sortir des enfants de l'extrême misère et les conduire à un emploi. 10000 enfants peuvent accéder à l'éducation et se construire un avenir. Débat avec le président de PSE Loire Océan.;Vendredi 16 décembre, 20h, Cinéma Bonne Garde, 20, rue Frère-Louis, Nantes. Tarif 5€, réduit 4.50€, autre : carte blanche: 3€. Réservation : 02 51 83 66 71, www.cinemalebonnegarde.com. Contact : 02 40 54 86 01, hervebain@wanadoo.fr;Nantes;44;44109;44000;47.19511, -1.538908;2016-12-09;2016-12-16;;;;;2016-12-16;2016-12-16;non;oui;5;4.50;carte blanche: 3€;;;;;;;;;;;;;;Moteur;;;;;;;;
2016-12-07;Atelier, activité de loisirs;31;44/Nantes;Université de Nantes, direction culture et initiatives;Etablissement scolaire, universitaire;301880;5378657;V;Loisir;Loisirs et sports;Atelier, activité de loisirs;Autre;141;Université de Nantes, direction culture et initiatives;Concours de nouvelles étudiantes.;Pour la 3e édition, Faites court !, la direction Culture et initiatives invitent à imaginer un texte sur le thème des métamorphoses. Les meilleurs textes seront publiés.;Jusqu'au mardi 10 janvier 2017, Campus Tertre, TU-Nantes, Nantes. Gratuit. Inscription avant le 10 janvier. Contact : culture@univ-nantes.fr, www.univ-nantes.fr;Nantes;44;44109;44000;47.21757, -1.542028;2016-12-07;;;;2016-12-07;2017-01-10;2016-12-07;2017-01-10;oui;non;;;;;;;;;;;;;;;;;Auditif|Moteur;;;;;;;;
2016-09-01;Animation jeunes;11;44/Nantes;Entraide scolaire amicale;Association;327625;5233637;V;Loisir;Loisirs et sports;Animation loisirs jeunes;Animation;143;Entraide scolaire amicale;Aide scolaire.;Comme chaque année, des enfants entrent à l'école ou changent de classe. Certains rencontrent des difficultés, et nous tentons d'aider ceux dont les familles ne peuvent s'accorder l'aide d'un enseignant particulier.;Jusqu'au jeudi 31 août 2017, Nantes. Gratuit. Contact : 06 09 97 06 93, esa.antenne.nantes@gmail.com, http://www.entraidescolaireamicale.org/;Nantes;44;44109;44000;47.21684, -1.55674;2016-09-01;;;;2016-09-01;2017-08-31;2016-09-01;2017-08-31;oui;non;;;;;;;;;;;;;;;;;;;;;;;;;
2016-11-25;Exposition, musée;23;44/Nantes;espace Simone-de-Beauvoir, droits des femmes;Association;248878;5338847;V;Loisir;Voir visiter;Exposition, musée;Exposition;149;Vous ne pouvez pas rester comme ça, Madame...;Exposition.;"Exposition du photo-reporter Pierre-Yves Ginet sur les violences conjugales, réalisée par l'association Femmes ici et Ailleurs. Horaires d'ouverture : lundis de 12 h à 17 h ; mardis de 10 h à 17 h ; mercredi de 12 h à 15 h ; jeudi de 12 h à 17 h.";Du vendredi 25 novembre 2016 au jeudi 19 janvier 2017, 12h à 15h, Espace Simone-de-Beauvoir, 15, quai Ernest-Renaud, Nantes. Gratuit. Contact : 02 40 12 15 18, contact@espace-de-beauvoir.fr, http://www.espace-de-beauvoir.fr/;Nantes;44;44109;44000;47.20652, -1.573833;2016-11-10;;;;2016-11-25;2017-01-19;2016-11-25;2017-01-19;oui;non;;;;http://photos.infolocale.fr/infoLocale/annonce/2016/1109/5338847/_1.jpg;;;http://photos.infolocale.fr/infoLocale/annonce/2016/1109/5338847/_2.jpg;;;;;;;;;;Auditif|Visuel|Mental|Moteur;;;;;;;;
2016-12-10;Spectacle;21;44/Nantes;passage Sainte-Croix;Équipement à but non lucratif (culture, sport et loisir);179399;5302418;V;Loisir;Concerts, spectacles;Autres scènes;Autre;177;Exposition temporaire de JL Pasquet: voici l'eau;;Le Passage Sainte-Croix donne carte blanche à l'artiste plasticien nantais Jean-Louis Pasquet pour métamorphoser le Patio et plonger le promeneur dans une œuvre textile immersive et lumineuse aux couleurs de l'eau.;Du samedi 10 décembre 2016 au samedi 11 février 2017, Passage Sainte-Croix, 9, rue de la Bâclerie, quartier Bouffay, Nantes. Gratuit. Contact : 02 51 83 23 75, accueil.passage@gmail.com, http://www.passagesaintecroix.fr;Nantes;44;44109;44000;47.21514, -1.55368;2016-10-19;;;;2016-12-10;2017-02-11;2016-12-10;2017-02-11;oui;non;;;;http://photos.infolocale.fr/infoLocale/annonce/2016/1016/5302418/_1.jpg;festival les tombées de la nuit;Jean Louis Pasquet;;;;;;;;;;;Moteur;;;;;;;;
2016-09-21;Multimédia;10;44/Nantes;association du quartier de Doulon, informatique;Association;239648;5266161;V;Loisir;Voir visiter;Multimédia;Multimédia;145;Cours d’informatique de l’association quartier Doulon;Multimédia.;Reprise des cours lundi 26 septembre à partir de 9 h 45. Il reste des places en informatique, en photo (travailler et modifier la photo), faire un diaporama, se servir de la tablette et du Smartphone.;Jusqu'au jeudi 22 décembre, Nantes. Payant. Contact : 06 63 16 82 53, tamayoyvonne@orange.fr, http://a.q.d.free.fr;Nantes;44;44109;44000;47.21684, -1.55674;2016-09-21;;;;2016-09-21;2016-12-22;2016-09-21;2016-12-22;non;oui;;;;;;;;;;;;;;;;;;;;;;;;;
2016-12-17;Concert;15;44/Nantes;mission Timothée;Association;239873;5364589;V;Loisir;Concerts, spectacles;Concert, spectacle musical;Chant choral;167;Chorale de la mission Timothée;Chant choral.;10e portes ouvertes. Présence des associations partenaires.;Samedi 17 décembre, 16h, Mission Timothée, 93, boulevard Auguste-Peneau, Nantes. Gratuit. Contact et réservation : 06 62 24 25 85.;Nantes;44;44109;44000;47.23034, -1.510442;2016-12-08;2016-12-17;;;;;2016-12-17;2016-12-17;oui;non;;;;;;;;;;;;;;;;;Visuel|Mental|Moteur;;;;;;;;
2016-12-17;Spectacle;21;44/Nantes;compagnie la Plume d'or;Association;267005;5175359;V;Loisir;Concerts, spectacles;Autres scènes;Contes;10;Quand soufflent les contes pour les bébés. brr, voici l’hiver;Contes.;Séance de transmission autour des comptines, jeux tactiles d’imitation ou de langage, berceuses et petits contes, pour enrichir son répertoire oral pour communiquer avec son enfant. Un thème différent à chaque séance. Pour les 0/3 ans. «Neige neige blanche, tombe sur ma tête et sur mon petit nez !».;Samedi 17 décembre, 9h15 et 11h, Pôle associatif Sully, 7, rue Henri-Cochard, Nantes. Tarif 4€, autre : famille : 10 € pour 3 personnes. Contact et réservation : quandsoufflentlescontes@compagnielaplumedor.fr, http://www.compagnielaplumedor.fr/;Nantes;44;44109;44000;47.21837, -1.553621;2016-07-08;2016-12-17;;;;;2016-12-17;2016-12-17;non;oui;4;;famille : 10 € pour 3 personnes;http://photos.infolocale.fr/infoLocale/annonce/2016/0707/5175359/_1.jpg;CieLaPlumed'Or;CieLaPLumedOR;http://photos.infolocale.fr/infoLocale/annonce/2016/0707/5175359/_2.jpg;CieLaPlumed'Or;CieLaPlumed'Or;;;;;3;45;False;;;;;;écouter|enfant|histoire|bébé|conte;;;La Compagnie La Plume D'Or propose des séances mensuelles de contes issus de la tradition orale, les samedis matin à Nantes  ---- Quand soufflent les contes : séances mensuelles de contes, chaque mois de nouvelles histoires. Pour public familial dès 3 ans. Une séance de contes, c'est 4, 5 ou 6 histoires, des chansons sur un thème choisi par la conteuse. Environ 1h. tarif 4€/personne. A 11h--  ---- Quand soufflent les contes pour les bébés : Séance de transmission et de partage autour des comptines, jeux tactiles d'imitation ou de langage, berceuses et petits contes, pour enrichir son répertoire oral pour communiquer avec son enfant. Un thème différent à chaque séance. Pour les 0/3 ans. Environ 45 min. Tarif 4€/personne, famille 10€pour 3 personnes. A 9h15 et 11h--  Conteuse Valérie Prott.  Ici pas de lecture, mais de l'oralité pure sans support visuel ni scénique. Seulement du bouche à oreilles, et hop on se retrouve dans l'imaginaire. Écouter une histoire : le plus simple des plaisirs.  au Pôle associatif Sully, 7 rue Henri Cochard 44000 Nantes  réservation à la séance par émail sur quandsoufflentlescontes@compagnielaplumedor.fr  site web : http://www.compagnielaplumedor.fr
2016-12-16;Spectacle;21;44/Nantes;théâtre du Cyclope;Association;234358;5141096;V;Loisir;Concerts, spectacles;Autres scènes;Danse;12;La voix est libre (pièce pour deux danseuses et une DJ);Danse.;Une DJ et deux danseuses vous plongent dans leur univers qui fait écho aux écrits et aux voix d’Angela Davis, Alice Walker, Billie Holiday ou encore Bessie Smith a travers une écriture singulière instaurant un dialogue sonore et corporel entre les trois interprètes.;Vendredi 16 décembre, 21h, samedi 17 décembre, 21h, dimanche 18 décembre, 17h, Théâtre du Cyclope, 82, rue du Maréchal-Joffre, Nantes. Tarif 11€, réduit 9€, autre : 6 €. Contact et réservation : 02 51 86 45 07, theatreducyclope@gmail.com, www.theatreducyclope.com;Nantes;44;44109;44000;47.22034, -1.549009;2016-06-17;2016-12-16;2016-12-17;2016-12-18;;;2016-12-16;2016-12-18;non;oui;11;9;6 €;http://photos.infolocale.fr/infoLocale/annonce/2016/0613/5141096/_1.jpg;;;;;;;;;;;;;Mental;;;;;;;;
2016-10-23;Atelier, activité de loisirs;31;44/Nantes;la Folie des arts;Association;223367;5162164;V;Loisir;Loisirs et sports;Atelier, activité de loisirs;Autre;141;Ateliers Théâtre du dimanche;;Atelier d’initiation et/ou de perfectionnement à la parole grâce aux outils de l’acteur. Acquérir une respiration juste et être détendu, être attentif au rythme des phrases et aux attitudes du corps.;Dimanche 23 octobre 2016, dimanche 9 avril 2017, 14h à 18h, La Folie des arts, 16 bis, rue du Chanoine-Poupard, Nantes. Tarif 55 € et 10 € adhésion association LFDA. Contact et réservation : 06 65 59 30 51, demfau@aol.com, http://www.foliedesartsnantes.org/ateliers-stages/ateliers-th%C3%A9%C3%A2tre/;Nantes;44;44109;44000;47.24836, -1.575765;2016-06-29;2016-10-23;2017-04-09;;;;2016-10-23;2017-04-09;non;oui;;;55 € et 10 € adhésion association LFDA;http://photos.infolocale.fr/infoLocale/annonce/2016/0628/5162164/_1.jpg;;;;;;;;;;;;;;;;;;;;;
2016-12-17;Action caritative;26;44/Nantes;les Griffes de l'espoir;Association;238687;5382633;V;Pratique;Vie quotidienne;Quête, vente caritative, appel aux dons;Opération solidarité;97;Les Griffes de l'espoir;Opération solidarité.;Journée d'adoption de chatons et de jeunes chats abandonnés. Ils sont tous testés, vaccinés, identifiés et stérilisés.;Samedi 17 décembre, 10h à 17h, Salle la Prime, 5, place Alexandre-Vincent, Nantes. Contact : 06 03 95 36 52, 02 40 37 51 56, griffesespoirnantes@gmail.com, griffesespoir44.vpweb.fr;Nantes;44;44109;44000;47.23198, -1.577639;2016-12-14;2016-12-17;;;;;2016-12-17;2016-12-17;non;non;;;;;;;;;;;;;;;;;Moteur;;;;;;;;
